pair_id,sample_i_id,sample_j_id,x_i_start_date,x_i_end_date,target_i_date,x_j_start_date,x_j_end_date,target_j_date,cpi_i,cpi_j,delta_cpi,window_distance,delta_bin,selection_method,similar_label
806,184,161,2015-05,2016-04,2016-05,2013-06,2014-05,2014-06,102.0,102.3,-0.3,1.711231,medium,delta_stratified_train_only,0
807,184,157,2015-05,2016-04,2016-05,2013-02,2014-01,2014-02,102.0,102.0,0.0,1.51058,medium,delta_stratified_train_only,0
808,184,118,2015-05,2016-04,2016-05,2009-11,2010-10,2010-11,102.0,105.12,-3.12,0.692064,small,delta_stratified_train_only,1
809,184,40,2015-05,2016-04,2016-05,2003-05,2004-04,2004-05,102.0,104.4,-2.4,0.83712,small,delta_stratified_train_only,1
810,185,20,2015-06,2016-05,2016-06,2001-09,2002-08,2002-09,101.9,99.1,2.8,1.776279,large,delta_stratified_train_only,0
811,185,11,2015-06,2016-05,2016-06,2000-12,2001-11,2001-12,101.9,99.3,2.6,1.879844,large,delta_stratified_train_only,0
812,185,25,2015-06,2016-05,2016-06,2002-02,2003-01,2003-02,101.9,100.3,1.6,1.00362,medium,delta_stratified_train_only,1
813,185,96,2015-06,2016-05,2016-06,2008-01,2008-12,2009-01,101.9,100.95,0.95,1.831727,medium,delta_stratified_train_only,0
814,185,43,2015-06,2016-05,2016-06,2003-08,2004-07,2004-08,101.9,105.0,-3.1,0.735342,small,delta_stratified_train_only,0
815,185,122,2015-06,2016-05,2016-06,2010-03,2011-02,2011-03,101.9,105.38,-3.48,0.639238,small,delta_stratified_train_only,0
816,186,22,2015-07,2016-06,2016-07,2001-11,2002-10,2002-11,101.8,99.5,2.3,1.569524,large,delta_stratified_train_only,0
817,186,101,2015-07,2016-06,2016-07,2008-06,2009-05,2009-06,101.8,98.3,3.5,1.817416,large,delta_stratified_train_only,0
818,186,28,2015-07,2016-06,2016-07,2002-05,2003-04,2003-05,101.8,100.4,1.4,0.812803,medium,delta_stratified_train_only,1
819,186,66,2015-07,2016-06,2016-07,2005-07,2006-06,2006-07,101.8,101.0,0.8,1.586212,medium,delta_stratified_train_only,0
820,186,123,2015-07,2016-06,2016-07,2010-04,2011-03,2011-04,101.8,105.34,-3.54,0.773214,small,delta_stratified_train_only,0
821,186,45,2015-07,2016-06,2016-07,2003-10,2004-09,2004-10,101.8,103.8,-2.0,0.673272,small,delta_stratified_train_only,0
822,187,101,2015-08,2016-07,2016-08,2008-06,2009-05,2009-06,101.3,98.3,3.0,1.756438,large,delta_stratified_train_only,0
823,187,10,2015-08,2016-07,2016-08,2000-11,2001-10,2001-11,101.3,99.5,1.8,1.119863,large,delta_stratified_train_only,0
824,187,61,2015-08,2016-07,2016-08,2005-02,2006-01,2006-02,101.3,100.9,0.4,1.784377,medium,delta_stratified_train_only,0
825,187,138,2015-08,2016-07,2016-08,2011-07,2012-06,2012-07,101.3,101.8,-0.5,1.706217,medium,delta_stratified_train_only,0
826,187,150,2015-08,2016-07,2016-08,2012-07,2013-06,2013-07,101.3,102.7,-1.4,1.062496,small,delta_stratified_train_only,0
827,187,87,2015-08,2016-07,2016-08,2007-04,2008-03,2008-04,101.3,108.48,-7.18,1.158736,small,delta_stratified_train_only,0
828,188,18,2015-09,2016-08,2016-09,2001-07,2002-06,2002-07,101.9,99.0,2.9,1.708904,large,delta_stratified_train_only,0
829,188,105,2015-09,2016-08,2016-09,2008-10,2009-09,2009-10,101.9,99.47,2.43,1.796585,large,delta_stratified_train_only,0
830,188,144,2015-09,2016-08,2016-09,2012-01,2012-12,2013-01,101.9,102.0,-0.1,1.802152,medium,delta_stratified_train_only,0
831,188,155,2015-09,2016-08,2016-09,2012-12,2013-11,2013-12,101.9,102.5,-0.6,1.439808,medium,delta_stratified_train_only,0
832,188,88,2015-09,2016-08,2016-09,2007-05,2008-04,2008-05,101.9,107.72,-5.82,1.238391,small,delta_stratified_train_only,0
833,188,118,2015-09,2016-08,2016-09,2009-11,2010-10,2010-11,101.9,105.12,-3.22,1.246254,small,delta_stratified_train_only,0
834,189,13,2015-10,2016-09,2016-10,2001-02,2002-01,2002-02,102.1,99.2,2.9,1.280669,large,delta_stratified_train_only,0
835,189,24,2015-10,2016-09,2016-10,2002-01,2002-12,2003-01,102.1,100.1,2.0,1.717978,large,delta_stratified_train_only,1
836,189,33,2015-10,2016-09,2016-10,2002-10,2003-09,2003-10,102.1,102.0,0.1,1.070758,medium,delta_stratified_train_only,0
837,189,111,2015-10,2016-09,2016-10,2009-04,2010-03,2010-04,102.1,102.81,-0.71,1.473774,medium,delta_stratified_train_only,0
838,189,116,2015-10,2016-09,2016-10,2009-09,2010-08,2010-09,102.1,103.61,-1.51,1.062256,small,delta_stratified_train_only,0
839,189,88,2015-10,2016-09,2016-10,2007-05,2008-04,2008-05,102.1,107.72,-5.62,1.202166,small,delta_stratified_train_only,0
840,190,18,2015-11,2016-10,2016-11,2001-07,2002-06,2002-07,102.3,99.0,3.3,1.551523,large,delta_stratified_train_only,0
841,190,26,2015-11,2016-10,2016-11,2002-03,2003-02,2003-03,102.3,100.6,1.7,1.48353,large,delta_stratified_train_only,0
842,190,151,2015-11,2016-10,2016-11,2012-08,2013-07,2013-08,102.3,102.6,-0.3,1.205936,medium,delta_stratified_train_only,0
843,190,51,2015-11,2016-10,2016-11,2004-04,2005-03,2005-04,102.3,102.2,0.1,1.059769,medium,delta_stratified_train_only,0
844,190,129,2015-11,2016-10,2016-11,2010-10,2011-09,2011-10,102.3,105.5,-3.2,1.526545,small,delta_stratified_train_only,0
845,190,74,2015-11,2016-10,2016-11,2006-03,2007-02,2007-03,102.3,103.3,-1.0,1.556768,small,delta_stratified_train_only,0
846,191,28,2015-12,2016-11,2016-12,2002-05,2003-04,2003-05,102.1,100.4,1.7,1.443278,large,delta_stratified_train_only,0
847,191,21,2015-12,2016-11,2016-12,2001-10,2002-09,2002-10,102.1,99.1,3.0,1.4237,large,delta_stratified_train_only,0
848,191,71,2015-12,2016-11,2016-12,2005-12,2006-11,2006-12,102.1,102.8,-0.7,1.543387,medium,delta_stratified_train_only,0
849,191,163,2015-12,2016-11,2016-12,2013-08,2014-07,2014-08,102.1,102.0,0.1,1.030495,medium,delta_stratified_train_only,0
850,191,84,2015-12,2016-11,2016-12,2007-01,2007-12,2008-01,102.1,107.08,-4.98,1.50448,small,delta_stratified_train_only,0
851,191,118,2015-12,2016-11,2016-12,2009-11,2010-10,2010-11,102.1,105.12,-3.02,1.292549,small,delta_stratified_train_only,0
852,192,20,2016-01,2016-12,2017-01,2001-09,2002-08,2002-09,102.5,99.1,3.4,1.167022,large,delta_stratified_train_only,0
853,192,9,2016-01,2016-12,2017-01,2000-10,2001-09,2001-10,102.5,99.8,2.7,1.784219,large,delta_stratified_train_only,0
854,192,32,2016-01,2016-12,2017-01,2002-09,2003-08,2003-09,102.5,101.6,0.9,1.639892,medium,delta_stratified_train_only,0
855,192,33,2016-01,2016-12,2017-01,2002-10,2003-09,2003-10,102.5,102.0,0.5,1.434378,medium,delta_stratified_train_only,0
856,192,128,2016-01,2016-12,2017-01,2010-09,2011-08,2011-09,102.5,106.07,-3.57,1.332569,small,delta_stratified_train_only,0
857,192,121,2016-01,2016-12,2017-01,2010-02,2011-01,2011-02,102.5,104.94,-2.44,1.423241,small,delta_stratified_train_only,0
858,193,99,2016-02,2017-01,2017-02,2008-04,2009-03,2009-04,100.8,98.5,2.3,1.460163,large,delta_stratified_train_only,0
859,193,15,2016-02,2017-01,2017-02,2001-04,2002-03,2002-04,100.8,98.8,2.0,1.313739,large,delta_stratified_train_only,0
860,193,10,2016-02,2017-01,2017-02,2000-11,2001-10,2001-11,100.8,99.5,1.3,1.86369,medium,delta_stratified_train_only,0
861,193,31,2016-02,2017-01,2017-02,2002-08,2003-07,2003-08,100.8,100.9,-0.1,1.607744,medium,delta_stratified_train_only,0
862,193,107,2016-02,2017-01,2017-02,2008-12,2009-11,2009-12,100.8,101.86,-1.06,0.836445,small,delta_stratified_train_only,0
863,193,78,2016-02,2017-01,2017-02,2006-07,2007-06,2007-07,100.8,105.6,-4.8,1.329171,small,delta_stratified_train_only,0
864,194,20,2016-03,2017-02,2017-03,2001-09,2002-08,2002-09,100.9,99.1,1.8,1.312345,large,delta_stratified_train_only,0
865,194,13,2016-03,2017-02,2017-03,2001-02,2002-01,2002-02,100.9,99.2,1.7,1.407,large,delta_stratified_train_only,0
866,194,23,2016-03,2017-02,2017-03,2001-12,2002-11,2002-12,100.9,99.8,1.1,1.469421,medium,delta_stratified_train_only,0
867,194,53,2016-03,2017-02,2017-03,2004-06,2005-05,2005-06,100.9,101.6,-0.7,1.136715,medium,delta_stratified_train_only,0
868,194,75,2016-03,2017-02,2017-03,2006-04,2007-03,2007-04,100.9,103.0,-2.1,1.560109,small,delta_stratified_train_only,0
869,194,155,2016-03,2017-02,2017-03,2012-12,2013-11,2013-12,100.9,102.5,-1.6,1.375033,small,delta_stratified_train_only,0
870,195,15,2016-04,2017-03,2017-04,2001-04,2002-03,2002-04,101.2,98.8,2.4,1.209261,large,delta_stratified_train_only,0
871,195,21,2016-04,2017-03,2017-04,2001-10,2002-09,2002-10,101.2,99.1,2.1,1.397536,large,delta_stratified_train_only,0
872,195,2,2016-04,2017-03,2017-04,2000-03,2001-02,2001-03,101.2,100.7,0.5,1.483826,medium,delta_stratified_train_only,0
873,195,3,2016-04,2017-03,2017-04,2000-04,2001-03,2001-04,101.2,101.3,-0.1,1.501442,medium,delta_stratified_train_only,0
874,195,145,2016-04,2017-03,2017-04,2012-02,2013-01,2013-02,101.2,103.2,-2.0,1.383892,small,delta_stratified_train_only,0
875,195,83,2016-04,2017-03,2017-04,2006-12,2007-11,2007-12,101.2,106.5,-5.3,1.583517,small,delta_stratified_train_only,0
876,196,11,2016-05,2017-04,2017-05,2000-12,2001-11,2001-12,101.5,99.3,2.2,0.785915,large,delta_stratified_train_only,0
877,196,17,2016-05,2017-04,2017-05,2001-06,2002-05,2002-06,101.5,99.0,2.5,1.171896,large,delta_stratified_train_only,0
878,196,28,2016-05,2017-04,2017-05,2002-05,2003-04,2003-05,101.5,100.4,1.1,1.731945,medium,delta_stratified_train_only,0
879,196,65,2016-05,2017-04,2017-05,2005-06,2006-05,2006-06,101.5,101.5,0.0,1.15771,medium,delta_stratified_train_only,0
880,196,92,2016-05,2017-04,2017-05,2007-09,2008-08,2008-09,101.5,104.64,-3.14,0.894201,small,delta_stratified_train_only,0
881,196,76,2016-05,2017-04,2017-05,2006-05,2007-04,2007-05,101.5,103.4,-1.9,1.712709,small,delta_stratified_train_only,0
882,197,9,2016-06,2017-05,2017-06,2000-10,2001-09,2001-10,101.5,99.8,1.7,1.287264,large,delta_stratified_train_only,0
883,197,98,2016-06,2017-05,2017-06,2008-03,2009-02,2009-03,101.5,98.83,2.67,1.064617,large,delta_stratified_train_only,0
884,197,27,2016-06,2017-05,2017-06,2002-04,2003-03,2003-04,101.5,100.6,0.9,1.75986,medium,delta_stratified_train_only,0
885,197,29,2016-06,2017-05,2017-06,2002-06,2003-05,2003-06,101.5,100.4,1.1,1.72603,medium,delta_stratified_train_only,0
886,197,143,2016-06,2017-05,2017-06,2011-12,2012-11,2012-12,101.5,102.5,-1.0,1.167443,small,delta_stratified_train_only,0
887,197,83,2016-06,2017-05,2017-06,2006-12,2007-11,2007-12,101.5,106.5,-5.0,1.7232,small,delta_stratified_train_only,0
888,198,102,2016-07,2017-06,2017-07,2008-07,2009-06,2009-07,101.4,98.19,3.21,1.031717,large,delta_stratified_train_only,0
889,198,20,2016-07,2017-06,2017-07,2001-09,2002-08,2002-09,101.4,99.1,2.3,1.139766,large,delta_stratified_train_only,0
890,198,141,2016-07,2017-06,2017-07,2011-10,2012-09,2012-10,101.4,101.7,-0.3,1.065602,medium,delta_stratified_train_only,0
891,198,28,2016-07,2017-06,2017-07,2002-05,2003-04,2003-05,101.4,100.4,1.0,1.742338,medium,delta_stratified_train_only,0
892,198,110,2016-07,2017-06,2017-07,2009-03,2010-02,2010-03,101.4,102.37,-0.97,1.725603,small,delta_stratified_train_only,0
893,198,132,2016-07,2017-06,2017-07,2011-01,2011-12,2012-01,101.4,104.55,-3.15,1.313725,small,delta_stratified_train_only,0
894,199,9,2016-08,2017-07,2017-08,2000-10,2001-09,2001-10,101.8,99.8,2.0,1.698995,large,delta_stratified_train_only,0
895,199,23,2016-08,2017-07,2017-08,2001-12,2002-11,2002-12,101.8,99.8,2.0,1.579634,large,delta_stratified_train_only,0
896,199,174,2016-08,2017-07,2017-08,2014-07,2015-06,2015-07,101.8,101.6,0.2,1.175206,medium,delta_stratified_train_only,0
897,199,158,2016-08,2017-07,2017-08,2013-03,2014-02,2014-03,101.8,102.4,-0.6,1.653391,medium,delta_stratified_train_only,0
898,199,150,2016-08,2017-07,2017-08,2012-07,2013-06,2013-07,101.8,102.7,-0.9,1.636877,small,delta_stratified_train_only,0
899,199,37,2016-08,2017-07,2017-08,2003-02,2004-01,2004-02,101.8,102.8,-1.0,1.725507,small,delta_stratified_train_only,0
900,200,101,2016-09,2017-08,2017-09,2008-06,2009-05,2009-06,101.6,98.3,3.3,0.972064,large,delta_stratified_train_only,0
901,200,16,2016-09,2017-08,2017-09,2001-05,2002-04,2002-05,101.6,98.8,2.8,0.968106,large,delta_stratified_train_only,0
902,200,146,2016-09,2017-08,2017-09,2012-03,2013-02,2013-03,101.6,102.1,-0.5,1.052839,medium,delta_stratified_train_only,0
903,200,106,2016-09,2017-08,2017-09,2008-11,2009-10,2009-11,101.6,100.56,1.04,1.030019,medium,delta_stratified_train_only,0
904,200,152,2016-09,2017-08,2017-09,2012-09,2013-08,2013-09,101.6,103.1,-1.5,1.775672,small,delta_stratified_train_only,0
905,200,44,2016-09,2017-08,2017-09,2003-09,2004-08,2004-09,101.6,104.2,-2.6,1.657588,small,delta_stratified_train_only,0
906,201,100,2016-10,2017-09,2017-10,2008-05,2009-04,2009-05,101.9,98.63,3.27,1.122077,large,delta_stratified_train_only,0
907,201,13,2016-10,2017-09,2017-10,2001-02,2002-01,2002-02,101.9,99.2,2.7,1.279622,large,delta_stratified_train_only,0
908,201,169,2016-10,2017-09,2017-10,2014-02,2015-01,2015-02,101.9,101.4,0.5,1.326129,medium,delta_stratified_train_only,0
909,201,140,2016-10,2017-09,2017-10,2011-09,2012-08,2012-09,101.9,101.9,0.0,1.13078,medium,delta_stratified_train_only,0
910,201,118,2016-10,2017-09,2017-10,2009-11,2010-10,2010-11,101.9,105.12,-3.22,1.658174,small,delta_stratified_train_only,0
911,201,135,2016-10,2017-09,2017-10,2011-04,2012-03,2012-04,101.9,103.37,-1.47,1.360619,small,delta_stratified_train_only,0
912,202,20,2016-11,2017-10,2017-11,2001-09,2002-08,2002-09,101.7,99.1,2.6,1.01873,large,delta_stratified_train_only,0
913,202,16,2016-11,2017-10,2017-11,2001-05,2002-04,2002-05,101.7,98.8,2.9,1.125438,large,delta_stratified_train_only,0
914,202,94,2016-11,2017-10,2017-11,2007-11,2008-10,2008-11,101.7,102.43,-0.73,1.723315,medium,delta_stratified_train_only,0
915,202,60,2016-11,2017-10,2017-11,2005-01,2005-12,2006-01,101.7,101.9,-0.2,1.018197,medium,delta_stratified_train_only,0
916,202,42,2016-11,2017-10,2017-11,2003-07,2004-06,2004-07,101.7,105.1,-3.4,1.589127,small,delta_stratified_train_only,0
917,202,40,2016-11,2017-10,2017-11,2003-05,2004-04,2004-05,101.7,104.4,-2.7,1.582969,small,delta_stratified_train_only,0
918,203,13,2016-12,2017-11,2017-12,2001-02,2002-01,2002-02,101.8,99.2,2.6,1.714121,large,delta_stratified_train_only,0
919,203,98,2016-12,2017-11,2017-12,2008-03,2009-02,2009-03,101.8,98.83,2.97,1.480222,large,delta_stratified_train_only,0
920,203,61,2016-12,2017-11,2017-12,2005-02,2006-01,2006-02,101.8,100.9,0.9,1.123794,medium,delta_stratified_train_only,0
921,203,172,2016-12,2017-11,2017-12,2014-05,2015-04,2015-05,101.8,101.2,0.6,1.392857,medium,delta_stratified_train_only,0
922,203,85,2016-12,2017-11,2017-12,2007-02,2008-01,2008-02,101.8,108.74,-6.94,1.345902,small,delta_stratified_train_only,0
923,203,90,2016-12,2017-11,2017-12,2007-07,2008-06,2008-07,101.8,106.3,-4.5,1.400498,small,delta_stratified_train_only,0
924,204,104,2017-01,2017-12,2018-01,2008-09,2009-08,2009-09,101.5,99.21,2.29,1.527781,large,delta_stratified_train_only,0
925,204,98,2017-01,2017-12,2018-01,2008-03,2009-02,2009-03,101.5,98.83,2.67,1.651058,large,delta_stratified_train_only,0
926,204,163,2017-01,2017-12,2018-01,2013-08,2014-07,2014-08,101.5,102.0,-0.5,1.729987,medium,delta_stratified_train_only,0
927,204,5,2017-01,2017-12,2018-01,2000-06,2001-05,2001-06,101.5,101.2,0.3,1.154962,medium,delta_stratified_train_only,0
928,204,78,2017-01,2017-12,2018-01,2006-07,2007-06,2007-07,101.5,105.6,-4.1,1.201599,small,delta_stratified_train_only,0
929,204,162,2017-01,2017-12,2018-01,2013-07,2014-06,2014-07,101.5,102.3,-0.8,1.709851,small,delta_stratified_train_only,0
930,205,16,2017-02,2018-01,2018-02,2001-05,2002-04,2002-05,102.9,98.8,4.1,1.936019,large,delta_stratified_train_only,0
931,205,106,2017-02,2018-01,2018-02,2008-11,2009-10,2009-11,102.9,100.56,2.34,1.936958,large,delta_stratified_train_only,0
932,205,175,2017-02,2018-01,2018-02,2014-08,2015-07,2015-08,102.9,102.0,0.9,1.7228,medium,delta_stratified_train_only,0
933,205,34,2017-02,2018-01,2018-02,2002-11,2003-10,2003-11,102.9,102.4,0.5,0.900919,medium,delta_stratified_train_only,1
934,205,82,2017-02,2018-01,2018-02,2006-11,2007-10,2007-11,102.9,106.9,-4.0,0.794291,small,delta_stratified_train_only,1
935,205,125,2017-02,2018-01,2018-02,2010-06,2011-05,2011-06,102.9,106.36,-3.46,0.654373,small,delta_stratified_train_only,0
936,206,23,2017-03,2018-02,2018-03,2001-12,2002-11,2002-12,102.1,99.8,2.3,1.234379,large,delta_stratified_train_only,0
937,206,16,2017-03,2018-02,2018-03,2001-05,2002-04,2002-05,102.1,98.8,3.3,1.874217,large,delta_stratified_train_only,0
938,206,173,2017-03,2018-02,2018-03,2014-06,2015-05,2015-06,102.1,101.4,0.7,1.852059,medium,delta_stratified_train_only,0
939,206,166,2017-03,2018-02,2018-03,2013-11,2014-10,2014-11,102.1,101.4,0.7,1.837996,medium,delta_stratified_train_only,0
940,206,81,2017-03,2018-02,2018-03,2006-10,2007-09,2007-10,102.1,106.5,-4.4,0.806854,small,delta_stratified_train_only,0
941,206,85,2017-03,2018-02,2018-03,2007-02,2008-01,2008-02,102.1,108.74,-6.64,0.777823,small,delta_stratified_train_only,0
942,207,99,2017-04,2018-03,2018-04,2008-04,2009-03,2009-04,101.8,98.5,3.3,1.880879,large,delta_stratified_train_only,0
943,207,16,2017-04,2018-03,2018-04,2001-05,2002-04,2002-05,101.8,98.8,3.0,1.817941,large,delta_stratified_train_only,0
944,207,4,2017-04,2018-03,2018-04,2000-05,2001-04,2001-05,101.8,101.4,0.4,0.904266,medium,delta_stratified_train_only,0
945,207,144,2017-04,2018-03,2018-04,2012-01,2012-12,2013-01,101.8,102.0,-0.2,1.748277,medium,delta_stratified_train_only,0
946,207,123,2017-04,2018-03,2018-04,2010-04,2011-03,2011-04,101.8,105.34,-3.54,0.87113,small,delta_stratified_train_only,0
947,207,115,2017-04,2018-03,2018-04,2009-08,2010-07,2010-08,101.8,103.48,-1.68,0.850213,small,delta_stratified_train_only,0
948,208,100,2017-05,2018-04,2018-05,2008-05,2009-04,2009-05,101.8,98.63,3.17,1.821984,large,delta_stratified_train_only,0
949,208,8,2017-05,2018-04,2018-05,2000-09,2001-08,2001-09,101.8,100.0,1.8,1.139097,large,delta_stratified_train_only,0
950,208,59,2017-05,2018-04,2018-05,2004-12,2005-11,2005-12,101.8,101.4,0.4,1.773704,medium,delta_stratified_train_only,0
951,208,139,2017-05,2018-04,2018-05,2011-08,2012-07,2012-08,101.8,102.0,-0.2,1.738535,medium,delta_stratified_train_only,0
952,208,132,2017-05,2018-04,2018-05,2011-01,2011-12,2012-01,101.8,104.55,-2.75,1.451012,small,delta_stratified_train_only,0
953,208,150,2017-05,2018-04,2018-05,2012-07,2013-06,2013-07,101.8,102.7,-0.9,1.165444,small,delta_stratified_train_only,0
954,209,11,2017-06,2018-05,2018-06,2000-12,2001-11,2001-12,101.9,99.3,2.6,1.54828,large,delta_stratified_train_only,0
955,209,8,2017-06,2018-05,2018-06,2000-09,2001-08,2001-09,101.9,100.0,1.9,0.916968,large,delta_stratified_train_only,0
956,209,25,2017-06,2018-05,2018-06,2002-02,2003-01,2003-02,101.9,100.3,1.6,1.3604,medium,delta_stratified_train_only,0
957,209,161,2017-06,2018-05,2018-06,2013-06,2014-05,2014-06,101.9,102.3,-0.4,1.715458,medium,delta_stratified_train_only,0
958,209,149,2017-06,2018-05,2018-06,2012-06,2013-05,2013-06,101.9,102.7,-0.8,0.662301,small,delta_stratified_train_only,0
959,209,42,2017-06,2018-05,2018-06,2003-07,2004-06,2004-07,101.9,105.1,-3.2,1.089788,small,delta_stratified_train_only,0
960,210,28,2017-07,2018-06,2018-07,2002-05,2003-04,2003-05,102.1,100.4,1.7,1.148506,large,delta_stratified_train_only,0
961,210,100,2017-07,2018-06,2018-07,2008-05,2009-04,2009-05,102.1,98.63,3.47,1.662455,large,delta_stratified_train_only,0
962,210,146,2017-07,2018-06,2018-07,2012-03,2013-02,2013-03,102.1,102.1,0.0,1.697359,medium,delta_stratified_train_only,0
963,210,164,2017-07,2018-06,2018-07,2013-09,2014-08,2014-09,102.1,101.6,0.5,1.787757,medium,delta_stratified_train_only,0
964,210,132,2017-07,2018-06,2018-07,2011-01,2011-12,2012-01,102.1,104.55,-2.45,1.23929,small,delta_stratified_train_only,0
965,210,82,2017-07,2018-06,2018-07,2006-11,2007-10,2007-11,102.1,106.9,-4.8,1.147154,small,delta_stratified_train_only,0
966,211,28,2017-08,2018-07,2018-08,2002-05,2003-04,2003-05,102.3,100.4,1.9,1.232503,large,delta_stratified_train_only,0
967,211,26,2017-08,2018-07,2018-08,2002-03,2003-02,2003-03,102.3,100.6,1.7,1.329654,large,delta_stratified_train_only,0
968,211,49,2017-08,2018-07,2018-08,2004-02,2005-01,2005-02,102.3,102.7,-0.4,1.258735,medium,delta_stratified_train_only,0
969,211,146,2017-08,2018-07,2018-08,2012-03,2013-02,2013-03,102.3,102.1,0.2,1.564392,medium,delta_stratified_train_only,0
970,211,123,2017-08,2018-07,2018-08,2010-04,2011-03,2011-04,102.3,105.34,-3.04,1.097967,small,delta_stratified_train_only,0
971,211,83,2017-08,2018-07,2018-08,2006-12,2007-11,2007-12,102.3,106.5,-4.2,1.202251,small,delta_stratified_train_only,0
